timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1666394037191,400147,OS Process Sampler,0,OK,10.75.4.82-Thread Group 1-1,text,true,,8360,0,1,1,null,0,0,0
