timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1666645012966,379670,OS Process Sampler,0,OK,10.75.4.82-Thread Group 1-2,text,true,,2612,0,5,5,null,0,0,0
1666645013566,385365,OS Process Sampler,0,OK,10.75.4.82-Thread Group 1-5,text,true,,2614,0,4,4,null,0,0,0
1666645012766,390334,OS Process Sampler,0,OK,10.75.4.82-Thread Group 1-1,text,true,,2608,0,3,3,null,0,0,0
1666645013167,392935,OS Process Sampler,0,OK,10.75.4.82-Thread Group 1-3,text,true,,2603,0,2,2,null,0,0,0
1666645013371,400492,OS Process Sampler,0,OK,10.75.4.82-Thread Group 1-4,text,true,,2618,0,1,1,null,0,0,0
